location,year,hate_crime_incident_count,BEA_percapita_personal_income,BEA_personal_income_mills,1_revenue,2_general_revenue,3_intergovernmental_revenue,4_from_federal_government,5_from_state_government,6_from_local_governments,7_general_revenue_from_own_sources,8_taxes,9_property,10_sales_and_gross_receipts,11_general_sales,12_selective_sales,13_motor_fuel,14_alcoholic_beverage,15_tobacco_products,16_public_utilities,17_other_selective_sales,18_individual_income,19_corporate_income,20_motor_vehicle_license,21_other_taxes,22_charges_and_miscellaneous_general_revenue,23_current_charges,24_education,25_institutions__of_higher_education,26_school_lunch_sales_gross,27_hospitals,28_highways,29_air_transportation_airports,30_parking_facilities,31_sea_and_inland_port_facilities,32_natural_resources,33_parks_and_recreation,34_housing_and_community_development,35_sewerage,36_solid_waste_management,37_other_charges,38_miscellaneous_general_revenue,39_interest_earnings,40_special_assessments,41_sale_of_property,42_other_general_revenue,43_utility_revenue,44_water_supply,45_electric_power,46_gas_supply,47_transit,48_liquor_store_revenue,49_insurance_trust_revenue,50_unemployment_compensation,51_employee_retirement,52_workers_compensation,53_other_insurance_trust_revenue,54_expenditure,55_intergovernmental_expenditure,56_direct_expenditure,57_current_operations,58_capital_outlay,59_construction,60_other_capital_outlay,61_assistance_and_subsidies,62_interest_on_debt,63_insurance_benefits_and_repayments,64_exhibit_salaries_and_wages,65_direct_expenditure_by_function,66_direct_general_expenditure,67_capital_outlay,68_other_direct_general_expenditure,69_education,70_capital_outlay,71_higher_education,72_capital_outlay,73_elementary__secondary,74_capital_outlay,75_other_education,76_libraries,77_public_welfare,78_cash_assistance_payments,79_vendor_payments,80_other_public_welfare,81_hospitals,82_capital_outlay,83_health,84_employment_security_administration,85_veterans_services,86_highways,87_capital_outlay,88_air_transportation_airports,89_parking_facilities,90_sea_and_inland_port_facilities,92_police_protection,93_fire_protection,94_correction,95_capital_outlay,96_protective_inspection_and_regulation,97_natural_resources,98_capital_outlay,99_parks_and_recreation,100_capital_outlay,101_housing_and_community_development,102_sewerage,103_capital_outlay,104_solid_waste_management,105_capital_outlay,106_financial_administration,107_judicial_and_legal,108_general_public_buildings,109_other_governmental_administration,110_interest_on_general_debt,111_miscellaneous_commercial_activities,112_other_and_unallocable,113_utility_expenditure,114_capital_outlay,115_water_supply,116_electric_power,117_gas_supply,118_transit,119_liquor_store_expenditure,120_insurance_trust_expenditure,121_unemployment_compensation,122_employee_retirement,123_workers_compensation,124_other_insurance_trust,125_debt_outstanding,126_shortterm,127_longterm,130_public_debt_for_private_purposes,134_longterm_debt_issued,135_longterm_debt_retired,136_cash_and_security_holdings,137_insurance_trust_funds,138_unemployment_compensation,139_employee_retirement,140_workers_compensation,141_miscellaneous,142_other_than_insurance_trust_funds,143_offsets_to_debt,144_bond_funds,145_other
Idaho,2018,24,43356,76680.6,15995519,12945905,2956388,2956388,0,0,9989518,6777424,1801045,2451101,1800155,650946,362234,10139,51141,40326,187107,1835864,240809,204621,243983,3212094,2367382,518168,477600,24570,550351,44953,44050,528,1073,117685,56417,49257,259940,178904,546056,844712,168989,30198,80755,564770,244752,161129,80632,0,2991,172845,2632017,171138,2226325,234554,0,14214088,0,14214088,11124984,1491908,1142966,348942,171121,241424,1184651,4278534,14214088,12646767,1439120,11207647,3848839,264875,1242554,112272,2351484,150634,254801,67204,2757398,61344,2321101,374953,729537,61661,296803,8162,0,1038578,594471,59036,888,1502,460949,231300,428929,12419,71702,335060,29643,218099,49832,165085,260999,105834,192473,23904,329409,227966,163700,151207,235383,28956,337603,247773,52788,143682,76667,0,27424,134897,1184651,86773,945179,152699,0,6107092,1917,6105175,2317265,910536,1104592,31633837,18811080,1220102,16803770,787208,0,12822757,3104660,1001194,8716903
Idaho,2019,21,45261,81834.1,16392622,13619711,3234803,3234803,0,0,10384908,6997855,1967267,2604092,1922558,681533,376941,10948,50300,39814,203530,1668776,284961,215046,257714,3387052,2492791,538990,496960,26185,617662,52854,44461,659,1193,122771,63195,59388,296122,192825,502672,894261,230617,64342,55158,544143,264627,175350,85817,0,3460,183960,2324324,142177,1956944,225203,0,15294592,0,15294592,11754048,1804539,1392747,411792,182366,271927,1281712,4501992,15294592,13608082,1750248,11857834,4027872,284391,1255606,96353,2500227,185700,272039,61800,2912274,63987,2470619,377668,786025,44474,366534,7517,0,1148058,680262,49475,802,1906,484371,240857,450460,8622,76401,389033,71826,225059,49394,184821,265915,96860,215270,33000,295135,237091,247202,163761,266321,28098,476024,261179,54291,155652,76337,0,29190,143619,1281712,86903,1040747,154062,0,6143267,3939,6139328,2290248,338191,405327,33307753,19908081,1340534,17750574,816973,0,13399672,3051465,1022280,9325926
Illinois,2013,107,47047,609778.6,144315610,113032760,20708622,20708622,0,0,92324138,71995783,25699748,21609766,12389401,9220365,1430986,347158,1005121,2787930,3649170,16538662,4462627,1632256,2052724,20328355,12584629,4329820,3735196,234130,1631772,992979,1123045,57297,11678,62584,960601,195148,1319361,279370,1620974,7743726,1963250,510224,180227,5090025,4496804,2425349,1037472,87510,946473,0,26786046,6450312,20279825,24043,31866,134561138,8813,134552325,94178479,12817146,10703415,2113731,1430694,7050586,19075420,37245812,134552325,108014971,11115213,96899758,35879625,2703053,9178445,757143,25008248,1942608,1692932,699249,20192054,217388,16660544,3314122,2363988,67087,2140235,110176,14134,7286398,4425941,1278762,52994,9196,4846853,2346694,2061090,27888,297292,615067,98210,2616320,539680,2078174,1962514,821547,491849,8120,1789943,1653896,596063,1255075,6566395,26396,8784539,7461934,1701933,2303292,1037155,80902,4040585,0,19075420,3806109,15204166,12599,52546,148617626,133136,148484490,28495682,14512680,13595181,226714745,132890475,2208800,130648214,6160,27301,93824270,36086796,7787626,49949848
Illinois,2014,109,49238,638640,150125874,115086058,21725893,21725893,0,0,93360165,73525405,25874761,22725601,12765584,9960017,1462903,346800,1032314,2702239,4415761,16642154,4439832,1665168,2177889,19834760,12645212,4198169,3617710,220860,1630207,1036597,1162306,56127,12041,63101,973768,192074,1379858,288609,1652355,7189548,1838652,448738,19754,4882404,4873208,2626006,1179121,89445,978636,0,30166608,1731418,28401381,15411,18398,139684946,7781,139677165,97401886,13572032,11089537,2482495,1520176,6927904,20255167,37238313,139677165,110662285,11059143,99603142,37077071,2836680,9424594,832405,25898091,1999969,1754386,664160,20530537,217046,16464987,3848504,2434634,85444,1893786,47560,69777,7782115,4537864,1263397,45885,7039,4934275,2395137,2161216,27008,329124,637653,75509,2545941,479503,2108330,1843132,652455,504666,8984,1970149,1543795,649837,1500755,6388226,25124,9308964,8759713,2512889,2714274,1107584,71745,4866110,0,20255167,3683439,16522862,12442,36424,149127420,253622,148873798,27819412,14600191,12381810,245063005,150515690,366230,150123039,12859,13562,94547315,35825680,7136882,51584753
Illinois,2015,90,51443,666943.7,136175393,116740303,22882007,22882007,0,0,93858296,73479954,26497730,23003596,13036478,9967118,1461730,350965,1024826,2736733,4392864,15913816,4054267,1727856,2282689,20378342,12934971,4170307,3609101,200948,1685509,1067557,1294403,59885,10353,63172,1019430,193790,1467870,300551,1602144,7443371,1999248,440848,9017,4994258,5066716,2838528,1149094,84154,994940,0,14368374,2548346,11814065,5814,149,142658109,9458,142648651,101437421,13926804,11483352,2443452,1464072,7066187,18754167,37842101,142648651,115451436,11945214,103506222,37705420,2856386,9668012,790518,26330079,2056951,1707329,716512,22238504,211682,18378139,3648683,2716390,89402,2151908,51443,25124,8865116,5485510,1229856,60023,6960,5009667,2570339,2297323,39490,324858,680868,103263,2600023,426084,2178731,1997648,771449,563913,51194,1848121,1642325,650947,1610436,6502318,21502,9185161,8443048,1981590,2735987,1077171,70159,4559731,0,18754167,1890947,16847348,15589,283,147788893,1145769,146643124,28164799,14068779,14395494,246191666,154260336,3269220,150973536,7001,10579,91931330,35430818,7319029,49181483
Illinois,2016,111,52036,673691,128361488,115501726,23318709,23318709,0,0,92183017,71128899,27553763,24128318,14008597,10119721,1534513,358040,1010531,2611442,4605195,12642673,2742812,1740772,2320561,21054118,13615545,4389368,3800197,208105,1801973,1256469,1315135,61250,10851,65729,998022,208411,1540574,316676,1651087,7438573,1840765,405287,11521,5181000,5186013,2938176,1152552,75004,1020281,0,7673749,2294666,5369597,9337,149,140191518,4254,140187264,96570734,15128345,12689925,2438420,1313201,7290764,19884220,38204670,140187264,111474910,12903977,98570933,37607030,2651056,9494824,631106,26537479,2015647,1574727,793608,21280856,156269,17880237,3244350,3121980,73100,1887689,50947,9524,9511597,6442493,1223169,70042,6736,5200415,2602477,1883918,24143,289818,661180,90176,2668250,469853,1984036,2120313,889920,566937,55992,1823168,1595541,619510,1679882,6708523,21842,5485922,8828134,2224368,2971872,1030237,64099,4761926,0,19884220,1943616,17927778,12543,283,151844994,1231650,150613344,29631216,17899594,14135644,247902592,152128101,3267322,148846585,3615,10579,95774491,37032347,6719987,52022157
Illinois,2018,111,56512,728366.2,156695384,124560648,25385528,25385528,0,0,99175120,76103973,28968280,25130270,14404841,10725429,1519042,365960,913277,2481766,5445384,15296693,2587141,1648564,2473025,23071147,14355683,4328230,3711198,203452,1847802,1413101,1466113,50221,0,62903,1207777,220887,1463977,376723,1917948,8715465,2325814,515086,13142,5861422,5337196,3057297,1199058,64228,1016612,0,26797541,2028957,24719733,48699,152,153179718,15375,153164343,108358747,13231616,10076718,3154898,1618723,8451723,21503535,39092668,153164343,123461325,11609645,111851680,38713741,2703730,9452410,479128,27303361,2211232,1957970,805390,23268582,113517,19732932,3422133,3208334,37830,2088439,45692,14461,7849835,4577570,1743418,68280,5017,5634517,2662379,2721815,51432,237754,689208,80495,3048979,617519,2071032,1535606,566564,562542,138879,1962941,1481113,637425,2135685,7945904,29353,12293884,8199483,1621970,2869704,1009484,57972,4262324,0,21503535,1805810,19654539,43162,24,164928389,683221,164245168,26372260,26045393,18133059,283905381,182230810,3878388,178271176,68174,13072,101674572,34853707,8051740,58769125
Illinois,2019,68,58273,748811.6,144424460,128418079,23885501,23885501,0,0,104532578,79579516,29632145,26088657,14976280,11112378,1505630,369404,920869,2558509,5757966,16541327,3090679,1767932,2458775,24953063,15374975,4327691,3673627,204333,2201482,1449610,1571902,59462,0,69725,1330547,250970,1509970,379505,2224110,9578088,2839101,676202,82781,5980004,5512267,3133771,1245047,69015,1064434,0,10494114,1845970,8604430,43440,274,154656596,19715,154636881,108904529,13473260,10140508,3332752,1377327,8453880,22427884,40669025,154636881,124031783,11745458,112286324,39465385,3357806,8878083,545368,28881378,2793110,1705924,809822,24048666,131098,20128126,3789442,4208128,106085,2112937,44514,19489,7491684,4079001,1771364,51201,0,5682911,2773155,2383250,36590,251250,732354,129764,3041922,443264,2121811,1632555,609569,602161,174548,1995251,1505680,689948,2168153,7978082,34373,10415736,8177214,1727802,2971768,1018933,68108,4118405,0,22427884,1688356,20698980,40548,0,165097099,502037,164595061,26111085,17242923,17232127,288885282,181045155,4236336,176728590,66976,13253,107840127,34166095,9254731,64419301
Indiana,2013,75,39766,261702.3,55255339,48824884,11722882,11722882,0,0,37102002,24557566,6101345,10573255,6805069,3768186,803376,45248,461637,330636,2127289,6147052,781585,299436,654893,12544436,9165171,3557659,3224756,191740,3370205,7060,176532,9141,12205,50180,179838,50060,1174937,156159,421195,3379265,1119381,27132,66595,2166157,2259794,707885,1113779,390487,47643,0,4170661,1571087,2593300,6274,0,52759068,24812,52734256,40854110,5217508,3770157,1447351,903197,2351161,3408280,14172016,52734256,46474335,4786259,41688076,16460963,1547363,5884919,683430,9600023,862581,976021,426696,10858946,79267,9788994,990685,3789470,183295,923861,100837,2854,2539064,1685814,255985,15275,18615,1170756,743049,1020030,23958,126148,373386,42839,372580,59043,829330,943402,315899,225241,11209,505155,533793,89510,860022,2002371,11690,1275306,2851641,431249,801905,1052855,819885,176996,0,3408280,1077746,2324735,5799,0,49886204,408787,49477417,14149237,4780290,4904122,78993580,26924652,-1360373,28281165,3860,0,52068928,21869366,1720556,28479006
Indiana,2014,51,41188,272244.9,57082997,49259742,11348954,11348954,0,0,37910788,24578230,5938017,10806636,7003426,3803210,814549,45955,447561,328160,2166985,6142504,866747,260853,563473,13332558,10021254,3600884,3275878,185098,4002462,10746,178675,10202,16441,49670,159573,48831,1453134,145963,344673,3311304,1107196,18008,66176,2119924,2637888,866767,1304266,417654,49201,0,5185367,508214,4670914,6239,0,54525109,3658,54521451,41567216,5834669,4301749,1532920,949960,2126652,4042954,14275047,54521451,47979831,5401907,42577924,16464567,1389534,5808227,498203,9622987,889933,1033353,420643,10709435,64254,9584553,1060628,5144172,887033,947246,96630,4131,2495202,1516525,267915,7121,16229,1201425,785050,1042198,29819,125748,396765,36464,432821,56986,809239,969478,400989,225138,7456,524107,570383,78334,740531,1896241,17320,1591762,2498666,432762,638173,1057598,615505,187390,0,4042954,1635376,2401568,6010,0,49099717,382405,48717312,13380450,2330688,4118998,78150075,30355837,-865481,31217239,4079,0,47794238,20815251,1867509,25111478
Indiana,2015,63,42667,282821.4,58463486,52808803,13244747,13244747,0,0,39564056,25226115,6126469,10838860,7279604,3559256,832006,46064,439264,313273,1928649,6555281,903572,299413,502520,14337941,10739249,3665570,3336658,181946,4534265,10790,207998,10980,17672,50794,163401,47651,1562407,150717,317004,3598692,1171306,17455,57870,2352061,2734508,865815,1381448,436801,50444,0,2920175,700437,2213471,6267,0,54793743,3289,54790454,43102319,5282914,3678594,1604320,1078669,2292763,3033789,14474443,54790454,49049578,4767539,44282039,16718013,1523877,5862136,572792,9765421,948370,1090456,402196,11589394,148427,10333714,1107253,4902700,276604,775995,97478,4384,2734233,1661797,240942,8355,18630,1201353,841538,1026456,30597,150547,401345,48323,468558,67176,788814,889049,283669,230689,8262,521838,568591,116255,710220,2065313,17790,1558902,2707087,515375,696164,1138099,676307,196517,0,3033789,377759,2649599,6431,0,51000519,427570,50572949,14904430,5977441,4624874,80499620,30645401,-294074,30935396,4079,0,49854219,22272248,1669568,25912403
Indiana,2016,79,43645,290604.4,60406402,55164908,14731843,14731843,0,0,40433065,25648443,6306361,10906160,7306331,3599829,845384,48310,443210,279537,1983388,6539103,1034367,340543,521909,14784622,11339668,3744747,3406433,188816,4860091,9064,216623,11248,17396,51384,180354,52217,1719120,141664,335760,3444954,1128561,16781,75724,2223888,2770079,911005,1399792,408547,50735,0,2471415,900898,1564250,6267,0,57689862,3289,57686573,45598745,5710772,3994451,1716321,1267735,2147766,2961555,14715728,57686573,51842044,5078054,46763990,17490235,1735881,6434544,746594,9967447,986760,1088244,402890,12767122,308480,11299968,1158674,5273855,380127,782672,96028,6503,2707124,1564740,223461,31359,12121,1253596,877689,1034548,18264,162789,388903,45610,546989,111090,828612,991706,314930,239009,10271,563928,595053,105166,748203,1915694,17586,1779203,2882974,632718,746687,1166118,742859,227310,0,2961555,333332,2621792,6431,0,51115308,465614,50649694,15259236,3706530,4014579,82456322,31588371,81784,31502508,4079,0,50867951,22131565,1508311,27228075
Indiana,2018,100,47100,316782.3,66936371,59041591,15393034,15393034,0,0,43648558,27956467,7132757,12358627,7795091,4563536,1424459,52040,419187,263145,2404705,6752649,698725,379775,633933,15692091,12004168,3925419,3591220,185864,4872361,11769,197518,21358,18964,53956,188272,72951,2102528,130083,408990,3687922,1212684,16395,82680,2376164,3140465,1131790,1638478,327631,42567,1,4754314,533764,4214512,6038,0,61605803,1155,61604648,49211546,6074762,4445251,1629511,1420605,1885508,3012227,15573572,61604648,55941837,5768826,50173011,18549533,2136225,6703872,837890,10592796,1296122,1252865,404057,13956584,325448,12496987,1134149,4658167,347671,1212010,79292,8230,2731795,1557832,214846,19832,21248,1719322,889042,1296931,19574,162936,490648,45708,555524,66998,1029473,1181033,494586,303857,20651,563336,662843,200357,967638,1715347,20048,2327907,2650583,305936,733723,1413978,299494,203388,0,3012227,257129,2748871,6227,0,50555420,428609,50126812,14210386,4424880,3405294,83169340,31598411,1206006,30390116,2289,0,51570929,21672198,2012287,27886443
Indiana,2019,88,48757,329682,69302110,62345742,15931783,15931783,0,0,46413958,29397887,7666490,12812504,8094069,4718435,1480429,52773,405389,271860,2507983,7116099,752610,412896,637288,17016071,12671963,3947892,3621834,178445,5124454,412059,212536,15742,20027,52623,178328,84079,2054098,155131,414996,4344108,1382910,20317,80794,2860087,3025774,1087549,1524590,363599,50036,1,3930593,489280,3435476,5837,0,64932440,355,64932085,50940623,7550699,5904891,1645808,1468926,2149006,2822830,16518576,64932085,59524224,7206235,52317990,19391902,2765650,6524653,593406,11605927,2170731,1261322,385678,15030762,348345,13531171,1151246,4766518,680311,1305048,83567,11410,3285552,1908458,294119,20053,19931,1540925,895467,1132107,13565,154597,589286,32870,590542,112719,1180657,1192219,442354,293598,19929,600376,646206,149324,1096689,2007687,15814,2844191,2585030,344465,795027,1237384,304626,247993,0,2822830,242422,2573741,6667,0,50306449,441359,49865089,14328176,3512607,3153312,87487296,34373519,1712738,32659434,1347,0,53113777,21868967,1867283,29377526
Iowa,2013,10,43439,134757.8,36124950,29828501,5898314,5898314,0,0,23930187,14042964,4645316,4451197,3130179,1321018,440365,13865,226300,186789,453699,3540132,428554,560933,416832,9887223,6054285,1801480,1629362,107450,2875724,2531,62843,22268,11,100599,87057,25781,506140,227946,341905,3832938,2107074,15002,33568,1677294,1082485,508564,496515,53615,23791,258676,4955288,1259257,3689717,6314,0,31134256,0,31134256,23093780,4362488,3744287,618201,550459,683088,2444441,8946094,31134256,27295781,4111362,23184419,9969407,1227655,3552503,442781,5961490,783793,455414,140144,4846836,250089,4058110,538637,3139848,313476,406057,47736,1452,2205430,1156110,125563,25360,7,691160,240191,479214,64896,82870,532127,204358,362285,89161,212834,593260,280148,236034,21839,423414,328187,142533,189236,637303,55661,1181632,1218421,251126,532571,521784,54901,109165,175613,2444441,553502,1885374,5565,0,18511456,75865,18435591,2702132,3018060,2403285,50879487,28969525,1467952,27499577,1996,0,21909962,6819305,1280740,13809917
Iowa,2014,11,44699,139531.3,38004668,30677245,6100741,6100741,0,0,24576504,14053242,4738219,4620364,3260488,1359876,452596,14187,225375,199260,468458,3312290,388699,568224,425446,10523262,6404637,1865480,1688174,109856,3066745,3856,63976,21084,11,105928,99236,22883,551120,249664,354654,4118625,2224716,19910,25943,1848056,1159694,522521,544707,68415,24051,265900,5901829,392395,5502836,6598,0,32527391,0,32527391,24261298,4410896,3770146,640750,560395,660859,2633943,9472334,32527391,28438147,4175307,24262840,10437229,1352666,3787133,550757,6181679,801317,468417,138907,5195427,242240,4391740,561447,3319640,321177,401604,45717,1334,2430349,1303611,105619,28222,8,726311,243877,448787,27899,88466,499282,172078,309350,35945,206220,582459,246393,261957,30638,436150,332895,145213,197589,621080,56379,1178076,1273056,235589,584316,522173,68518,98049,182245,2633943,633988,1994222,5733,0,18822886,57270,18765616,2350675,2272260,2335814,53662548,31954739,1099928,30851708,3103,0,21707809,6414810,1340433,13952566
Iowa,2015,6,46104,144587.6,36795579,32495226,6527877,6527877,0,0,25967349,14804910,4849083,4845115,3357874,1487241,541813,22686,223069,213179,486494,3575849,463238,614714,456911,11162439,6729719,1914792,1738000,110507,3302199,3979,67710,23835,13,96285,105147,20332,565270,263584,366573,4432720,2440722,20010,29468,1942520,1165120,524293,547506,67789,25532,280834,2854399,450586,2398100,5713,0,33750921,0,33750921,25569569,4568615,3965670,602945,569550,647517,2395670,9712475,33750921,29888300,4330724,25557576,10839989,1416034,3944718,572606,6401072,842674,494199,138381,5838815,230623,5060742,547450,3417048,332236,411902,48940,1413,2657345,1508303,99785,19780,8,745119,254433,445125,13870,89009,429441,100901,326940,45541,250453,536909,194481,265613,21914,443860,360586,132740,208001,610162,50827,1265676,1274662,237891,568855,530788,62222,112797,192289,2395670,404674,1983477,7519,0,18593876,45657,18548219,2078077,2307472,2555862,54259020,33233655,1841204,31391366,1085,0,21025365,5991113,1200079,13834173
Iowa,2016,17,46291,145790,36750610,32967426,6590134,6590134,0,0,26377292,15297255,4955004,5178020,3480691,1697329,689693,22423,227901,242425,514887,3656375,376865,631740,499251,11080037,7129569,1992198,1814584,111713,3547146,4342,70900,25538,12,110485,113319,24839,596087,271709,372994,3950468,1868847,21157,36120,2024344,1141040,535979,525663,54359,25039,290651,2351493,433176,1907637,10680,0,34587426,0,34587426,26058761,4766089,4080449,685640,586553,651488,2524535,9908622,34587426,30564782,4495240,26069542,11006220,1473257,3918636,582771,6584354,889597,503230,141569,6135176,228157,5352695,554324,3540545,406579,413990,50979,1461,2587060,1436314,102694,21864,7,778945,258675,443716,10652,98215,414876,129761,327939,40201,258115,508695,148474,285352,36373,439813,351255,141766,218980,613045,55820,1368010,1297737,270849,613501,530361,51338,102537,200372,2524535,434566,2083503,6466,0,18508033,41702,18466331,1839014,2568182,2739738,54202155,33246960,1846836,31394965,5159,0,20955195,5691811,1262849,14000535
Iowa,2018,15,49212,156072.2,41402754,35353117,6471960,6471960,0,0,28881157,16249050,5361130,5285783,3609488,1676295,671937,22183,212469,251189,518517,4001869,443187,684396,472685,12632107,7809990,2128888,1942743,113474,4000406,5871,74749,26525,0,114669,113379,27366,631483,278581,408072,4822117,2540880,27154,59435,2194649,1243862,620628,533017,62711,27506,320530,4485246,475845,4009401,0,0,36486803,0,36486803,28104109,4414805,3779225,635580,623646,636154,2708089,10602630,36486803,32221232,4197327,28023905,11174324,1195340,3809212,391385,6843349,803516,521763,150342,6211031,240640,5448412,521979,4142275,207648,452237,51413,1665,2939772,1632715,119484,26424,0,838859,284116,440356,4338,108672,483910,159337,376843,49657,255493,644438,211503,293751,34423,502335,382499,122189,247718,594940,64462,1311685,1334641,217478,624307,514954,59720,135661,222840,2708089,381894,2326195,0,0,18945367,38129,18907238,1959379,3344192,3092479,60770082,38160907,2175616,35985291,0,0,22609175,5895795,1458192,15255189
Iowa,2019,9,50149,159664.5,43916164,37654103,6749753,6749753,0,0,30904349,17016369,5599401,5481461,3749030,1732431,665799,22248,202021,275472,566891,4204705,535594,707375,487832,13887980,8173505,2166136,1986104,109287,4255737,5877,83232,28582,11,107350,118356,24692,657380,302437,423714,5714475,3407179,25542,53364,2228391,1289825,622741,571710,68954,26420,340004,4632232,443939,4177610,10683,0,37457000,0,37457000,28998703,4355491,3676149,679342,627574,644661,2830570,10836517,37457000,33041167,4150481,28890686,11397079,1255972,3795683,349061,7071351,906363,530045,153374,6613927,242008,5872998,498921,4298722,266469,430314,50511,1726,2942658,1559115,115893,30782,8,861265,297779,457514,3495,110915,457091,151278,398852,53408,256845,692826,234822,306095,36710,497636,385206,129277,252282,606709,63125,1232757,1345786,205010,624338,536370,62059,123018,239477,2830570,369952,2453480,7138,0,19653861,67038,19586823,1722913,2745252,2300210,64113306,39810473,2345410,37459721,5342,0,24302833,5705175,1800823,16796835
Kansas,2013,68,46174,133979.9,29076999,24211566,4002168,4002168,0,0,20209398,12854815,4060129,4885963,3802112,1083851,415352,119462,98985,204027,246025,2958259,384553,227164,338747,7354583,5002667,1371282,1231305,81666,2227427,99953,41206,5461,0,44642,79948,39947,396886,159291,536624,2351916,612330,124451,17821,1597314,1438122,677544,717105,37290,6183,0,3427311,911397,2507146,8768,0,25976620,1751,25974869,19988481,2736011,2045225,690786,199955,1031180,2019242,8765324,25974869,22587543,2503180,20084363,8454067,942148,3053623,323471,5146082,616590,254362,108348,3159980,67865,2500227,591888,2355226,169283,576674,33637,10818,1721630,889924,76840,3583,0,796194,304489,517711,11653,84055,267898,16216,289110,41020,229113,299402,67398,154671,8320,337080,299877,151956,326780,964683,17551,1046170,1368084,232831,554161,738470,29055,46398,0,2019242,521421,1493244,4577,0,26159749,242584,25917165,8757159,2696152,3185444,35114478,15546014,263181,15273761,9072,0,19568464,10682302,1451995,7434167
Kansas,2014,75,47013,136878.7,29639433,24467980,4170146,4170146,0,0,20297834,12746191,4164276,5100547,3936547,1164000,441843,126861,97813,219345,278138,2513532,330181,233739,403916,7551643,5265530,1419978,1276413,82307,2398894,107469,42041,5073,0,45156,79516,42436,421488,152357,551122,2286113,529238,123818,13074,1619983,1413362,638060,725162,44032,6108,0,3758091,243667,3505656,8768,0,27258610,1272,27257338,20972567,2958342,2332907,625435,196705,990842,2138882,8752447,27257338,23773538,2782006,20991532,8778950,1065422,3076108,250649,5438290,813093,264552,108357,3658482,62646,3024439,571397,2429677,101958,582393,31381,11343,1781301,894100,126977,5241,0,756294,310705,500223,12146,90461,269573,18295,301274,51371,258101,364915,107460,152342,10184,339349,308951,129736,310107,915329,15195,1236881,1344918,176336,559646,695046,37583,52643,0,2138882,563972,1570333,4577,0,26163617,311068,25852549,8233436,1813133,2439504,39391151,18613572,827440,17777060,9072,0,20777579,10250932,1932180,8594467
Kansas,2015,62,47332,138336.8,28125525,24772650,4116074,4116074,0,0,20656576,12831756,4190190,5272719,4080826,1191893,439045,132589,96303,226053,297903,2264875,458306,252158,393508,7824820,5520802,1487135,1338000,81526,2567222,119043,45522,6331,0,45772,84015,43301,433939,148811,539711,2304018,417879,131901,17691,1736547,1542202,639509,846603,49737,6353,0,1810673,421809,1380096,8768,0,27958492,35022,27923470,21553798,3347988,2682848,665140,195717,853902,1972065,8957680,27923470,24401536,3113482,21288054,9232404,1318376,3299521,351334,5656317,963767,276566,119417,3855879,59559,3226548,569772,2573365,72839,353077,34717,12054,1908151,994652,160160,5800,0,786452,328487,513498,13620,89443,267595,16177,319817,58627,274987,386567,113098,170650,20180,346314,315167,124508,342965,775779,14781,1089502,1549869,234506,604936,848706,46737,49490,0,1972065,290349,1677139,4577,0,27301501,426497,26875004,8365467,3292940,2130332,39553107,18950582,782788,18158722,9072,0,20602525,10400646,1794879,8407000
Kansas,2016,52,47326,138533.9,28166307,25454178,4032336,4032336,0,0,21421842,13278912,4387045,5689076,4330181,1358895,450633,133709,146552,231564,396437,2233603,391877,245808,331503,8142930,5893441,1555771,1401813,82460,2831775,127613,42495,6044,0,45467,86206,41726,443321,159907,553116,2249489,406590,120959,38644,1683296,1535194,667131,820380,42302,5381,0,1176935,350403,826532,0,0,28812393,723,28811670,22000183,3685379,2994799,690580,197288,929908,1998912,9165607,28811670,25207874,3355362,21852512,9390613,1504579,3459328,538411,5648205,964098,283080,123565,4006358,56414,3383313,566631,2926761,131864,420759,32329,11071,1990100,1089631,125120,6458,0,788654,353714,522150,16362,90172,252515,14189,332290,53142,279827,368751,95108,165797,10326,360303,317342,120095,345766,841505,16945,1018914,1604884,330017,694947,827132,33175,49630,0,1998912,229823,1769089,0,0,27988201,279156,27709045,7998761,3415316,2590575,41707875,20015240,1060264,18939157,15819,0,21692635,10220175,2008004,9464456
Kansas,2018,75,50811,148955.7,33096272,28326426,4324656,4324656,0,0,24001770,15091843,4670030,5939848,4469934,1469914,461075,142126,130247,233983,502483,3415120,437967,253792,375084,8909927,6579171,1674257,1520510,81825,3260457,137856,47066,6301,0,45247,96609,46761,491021,167781,605814,2330756,450551,129028,46763,1704413,1652887,760116,849054,38497,5220,0,3116959,295319,2818987,2653,0,30832819,42,30832777,24348590,3341914,2674061,667853,215364,868079,2058830,9690296,30832777,27185943,3039748,24146195,9968135,1192926,3387345,327988,6275997,863466,304793,137166,4446708,56543,3736191,653974,3543006,256409,708813,31485,10435,1699526,874547,107059,5336,0,875516,365643,538181,19473,94366,282261,22418,387368,78643,276216,444286,153240,168939,9085,358606,332250,166827,365709,772329,29910,1069866,1588004,302166,683083,831694,32100,41126,0,2058830,161386,1896009,1435,0,26980756,165719,26815037,6437569,2397871,3018661,44556489,23212718,1539306,21662797,10615,0,21343771,9566411,2032991,9744369
